member	region
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_red_rivers_cuexotl	wh2_main_vor_the_red_rivers_cuexotl
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_red_rivers_golden_tower_of_the_gods	wh2_main_vor_the_red_rivers_golden_tower_of_the_gods
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_red_rivers_nahuontl	wh2_main_vor_the_red_rivers_nahuontl
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_red_rivers_soteks_trail	wh2_main_vor_the_red_rivers_soteks_trail
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_red_rivers_sun-tree_glades	wh2_main_vor_the_red_rivers_sun-tree_glades
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_red_rivers_zlatan	wh2_main_vor_the_red_rivers_zlatan
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_road_of_skulls_har_ganeth	wh2_main_vor_the_road_of_skulls_har_ganeth
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_road_of_skulls_kauark	wh2_main_vor_the_road_of_skulls_kauark
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_road_of_skulls_spite_reach	wh2_main_vor_the_road_of_skulls_spite_reach
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_road_of_skulls_the_black_pillar	wh2_main_vor_the_road_of_skulls_the_black_pillar
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_turtle_isles_golden_ziggurat	wh2_main_vor_the_turtle_isles_golden_ziggurat
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_turtle_isles_great_turtle_isle	wh2_main_vor_the_turtle_isles_great_turtle_isle
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_turtle_isles_mud_isle	wh2_main_vor_the_turtle_isles_mud_isle
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_vampire_coast_pox_marsh	wh2_main_vor_the_vampire_coast_pox_marsh
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_vampire_coast_the_awakening	wh2_main_vor_the_vampire_coast_the_awakening
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_vampire_coast_the_blood_swamps	wh2_main_vor_the_vampire_coast_the_blood_swamps
grudgebringer_occupation_decision_region_handover_wh2_main_vor_the_vampire_coast_the_star_tower	wh2_main_vor_the_vampire_coast_the_star_tower
grudgebringer_occupation_decision_region_handover_wh2_main_vor_tiranoc_salvation_isle	wh2_main_vor_tiranoc_salvation_isle
grudgebringer_occupation_decision_region_handover_wh2_main_vor_tiranoc_the_high_vale	wh2_main_vor_tiranoc_the_high_vale
grudgebringer_occupation_decision_region_handover_wh2_main_vor_tiranoc_tor_anroc	wh2_main_vor_tiranoc_tor_anroc
grudgebringer_occupation_decision_region_handover_wh2_main_vor_tiranoc_whitepeak	wh2_main_vor_tiranoc_whitepeak
grudgebringer_occupation_decision_region_handover_wh2_main_vor_volcanic_islands_fuming_serpent	wh2_main_vor_volcanic_islands_fuming_serpent
grudgebringer_occupation_decision_region_handover_wh2_main_vor_western_jungles_deaths-head_monoliths	wh2_main_vor_western_jungles_deaths-head_monoliths
grudgebringer_occupation_decision_region_handover_wh2_main_vor_western_jungles_statues_of_the_gods	wh2_main_vor_western_jungles_statues_of_the_gods
grudgebringer_occupation_decision_region_handover_wh2_main_vor_western_jungles_tlaqua	wh2_main_vor_western_jungles_tlaqua
grudgebringer_occupation_decision_region_handover_wh2_main_western_jungles_cuexotl	wh2_main_western_jungles_cuexotl
grudgebringer_occupation_decision_region_handover_wh2_main_western_jungles_tlaqua	wh2_main_western_jungles_tlaqua
grudgebringer_occupation_decision_region_handover_wh2_main_yvresse_elessaeli	wh2_main_yvresse_elessaeli
grudgebringer_occupation_decision_region_handover_wh2_main_yvresse_tor_yvresse	wh2_main_yvresse_tor_yvresse
grudgebringer_occupation_decision_region_handover_wh_main_athel_loren_crag_halls	wh_main_athel_loren_crag_halls
grudgebringer_occupation_decision_region_handover_wh_main_athel_loren_vauls_anvil	wh_main_athel_loren_vauls_anvil
grudgebringer_occupation_decision_region_handover_wh_main_athel_loren_waterfall_palace	wh_main_athel_loren_waterfall_palace
grudgebringer_occupation_decision_region_handover_wh_main_athel_loren_yn_edryl_korian	wh_main_athel_loren_yn_edryl_korian
grudgebringer_occupation_decision_region_handover_wh_main_averland_averheim	wh_main_averland_averheim
grudgebringer_occupation_decision_region_handover_wh_main_averland_grenzstadt	wh_main_averland_grenzstadt
grudgebringer_occupation_decision_region_handover_wh_main_bastonne_et_montfort_castle_bastonne	wh_main_bastonne_et_montfort_castle_bastonne
grudgebringer_occupation_decision_region_handover_wh_main_bastonne_et_montfort_montfort	wh_main_bastonne_et_montfort_montfort
grudgebringer_occupation_decision_region_handover_wh_main_black_mountains_karak_angazhar	wh_main_black_mountains_karak_angazhar
grudgebringer_occupation_decision_region_handover_wh_main_black_mountains_karak_hirn	wh_main_black_mountains_karak_hirn
grudgebringer_occupation_decision_region_handover_wh_main_black_mountains_mighdal_vongalbarak	wh_main_black_mountains_mighdal_vongalbarak
grudgebringer_occupation_decision_region_handover_wh_main_blightwater_deff_gorge	wh_main_blightwater_deff_gorge
grudgebringer_occupation_decision_region_handover_wh_main_blightwater_karak_azgal	wh_main_blightwater_karak_azgal
grudgebringer_occupation_decision_region_handover_wh_main_blightwater_kradtommen	wh_main_blightwater_kradtommen
grudgebringer_occupation_decision_region_handover_wh_main_blightwater_misty_mountain	wh_main_blightwater_misty_mountain
grudgebringer_occupation_decision_region_handover_wh_main_blood_river_valley_barag_dawazbag	wh_main_blood_river_valley_barag_dawazbag
grudgebringer_occupation_decision_region_handover_wh_main_blood_river_valley_barak_varr	wh_main_blood_river_valley_barak_varr
grudgebringer_occupation_decision_region_handover_wh_main_blood_river_valley_dok_karaz	wh_main_blood_river_valley_dok_karaz
grudgebringer_occupation_decision_region_handover_wh_main_blood_river_valley_varenka_hills	wh_main_blood_river_valley_varenka_hills
grudgebringer_occupation_decision_region_handover_wh_main_bordeleaux_et_aquitaine_aquitaine	wh_main_bordeleaux_et_aquitaine_aquitaine
grudgebringer_occupation_decision_region_handover_wh_main_bordeleaux_et_aquitaine_bordeleaux	wh_main_bordeleaux_et_aquitaine_bordeleaux
grudgebringer_occupation_decision_region_handover_wh_main_carcassone_et_brionne_brionne	wh_main_carcassone_et_brionne_brionne
grudgebringer_occupation_decision_region_handover_wh_main_carcassone_et_brionne_castle_carcassonne	wh_main_carcassone_et_brionne_castle_carcassonne
grudgebringer_occupation_decision_region_handover_wh_main_chaos_wastes	wh_main_chaos_wastes
grudgebringer_occupation_decision_region_handover_wh_main_couronne_et_languille_couronne	wh_main_couronne_et_languille_couronne
grudgebringer_occupation_decision_region_handover_wh_main_couronne_et_languille_languille	wh_main_couronne_et_languille_languille
grudgebringer_occupation_decision_region_handover_wh_main_death_pass_iron_rock	wh_main_death_pass_iron_rock
grudgebringer_occupation_decision_region_handover_wh_main_death_pass_karag_dron	wh_main_death_pass_karag_dron
grudgebringer_occupation_decision_region_handover_wh_main_death_pass_karak_drazh	wh_main_death_pass_karak_drazh
grudgebringer_occupation_decision_region_handover_wh_main_desolation_of_nagash_black_iron_mine	wh_main_desolation_of_nagash_black_iron_mine
grudgebringer_occupation_decision_region_handover_wh_main_desolation_of_nagash_karak_azul	wh_main_desolation_of_nagash_karak_azul
grudgebringer_occupation_decision_region_handover_wh_main_desolation_of_nagash_spitepeak	wh_main_desolation_of_nagash_spitepeak
grudgebringer_occupation_decision_region_handover_wh_main_eastern_badlands_crooked_fang_fort	wh_main_eastern_badlands_crooked_fang_fort
grudgebringer_occupation_decision_region_handover_wh_main_eastern_badlands_dringorackaz	wh_main_eastern_badlands_dringorackaz
grudgebringer_occupation_decision_region_handover_wh_main_eastern_badlands_karak_eight_peaks	wh_main_eastern_badlands_karak_eight_peaks
grudgebringer_occupation_decision_region_handover_wh_main_eastern_badlands_valayas_sorrow	wh_main_eastern_badlands_valayas_sorrow
grudgebringer_occupation_decision_region_handover_wh_main_eastern_border_princes_akendorf	wh_main_eastern_border_princes_akendorf
grudgebringer_occupation_decision_region_handover_wh_main_eastern_border_princes_matorca	wh_main_eastern_border_princes_matorca
grudgebringer_occupation_decision_region_handover_wh_main_eastern_oblast_praag	wh_main_eastern_oblast_praag
grudgebringer_occupation_decision_region_handover_wh_main_eastern_oblast_volksgrad	wh_main_eastern_oblast_volksgrad
grudgebringer_occupation_decision_region_handover_wh_main_eastern_sylvania_castle_drakenhof	wh_main_eastern_sylvania_castle_drakenhof
grudgebringer_occupation_decision_region_handover_wh_main_eastern_sylvania_eschen	wh_main_eastern_sylvania_eschen
grudgebringer_occupation_decision_region_handover_wh_main_eastern_sylvania_waldenhof	wh_main_eastern_sylvania_waldenhof
grudgebringer_occupation_decision_region_handover_wh_main_estalia_bilbali	wh_main_estalia_bilbali
grudgebringer_occupation_decision_region_handover_wh_main_estalia_magritta	wh_main_estalia_magritta
grudgebringer_occupation_decision_region_handover_wh_main_estalia_tobaro	wh_main_estalia_tobaro
grudgebringer_occupation_decision_region_handover_wh_main_forest_of_arden_castle_artois	wh_main_forest_of_arden_castle_artois
grudgebringer_occupation_decision_region_handover_wh_main_forest_of_arden_gisoreux	wh_main_forest_of_arden_gisoreux
grudgebringer_occupation_decision_region_handover_wh_main_gianthome_mountains_khazid_bordkarag	wh_main_gianthome_mountains_khazid_bordkarag
grudgebringer_occupation_decision_region_handover_wh_main_gianthome_mountains_kraka_drak	wh_main_gianthome_mountains_kraka_drak
grudgebringer_occupation_decision_region_handover_wh_main_gianthome_mountains_sjoktraken	wh_main_gianthome_mountains_sjoktraken
grudgebringer_occupation_decision_region_handover_wh_main_goromandy_mountains_baersonlings_camp	wh_main_goromandy_mountains_baersonlings_camp
grudgebringer_occupation_decision_region_handover_wh_main_goromandy_mountains_frozen_landing	wh_main_goromandy_mountains_frozen_landing
grudgebringer_occupation_decision_region_handover_wh_main_helspire_mountains_graeling_moot	wh_main_helspire_mountains_graeling_moot
grudgebringer_occupation_decision_region_handover_wh_main_helspire_mountains_serpent_jetty	wh_main_helspire_mountains_serpent_jetty
grudgebringer_occupation_decision_region_handover_wh_main_helspire_mountains_the_monolith_of_katam	wh_main_helspire_mountains_the_monolith_of_katam
grudgebringer_occupation_decision_region_handover_wh_main_hochland_brass_keep	wh_main_hochland_brass_keep
grudgebringer_occupation_decision_region_handover_wh_main_hochland_hergig	wh_main_hochland_hergig
grudgebringer_occupation_decision_region_handover_wh_main_ice_tooth_mountains_doomkeep	wh_main_ice_tooth_mountains_doomkeep
grudgebringer_occupation_decision_region_handover_wh_main_ice_tooth_mountains_icedrake_fjord	wh_main_ice_tooth_mountains_icedrake_fjord
grudgebringer_occupation_decision_region_handover_wh_main_ice_tooth_mountains_longship_graveyard	wh_main_ice_tooth_mountains_longship_graveyard
grudgebringer_occupation_decision_region_handover_wh_main_lyonesse_lyonesse	wh_main_lyonesse_lyonesse
grudgebringer_occupation_decision_region_handover_wh_main_lyonesse_mousillon	wh_main_lyonesse_mousillon
grudgebringer_occupation_decision_region_handover_wh_main_massif_orcal_massif_orcal	wh_main_massif_orcal_massif_orcal
grudgebringer_occupation_decision_region_handover_wh_main_middenland_carroburg	wh_main_middenland_carroburg
grudgebringer_occupation_decision_region_handover_wh_main_middenland_middenheim	wh_main_middenland_middenheim
grudgebringer_occupation_decision_region_handover_wh_main_middenland_middenstag	wh_main_middenland_middenstag
grudgebringer_occupation_decision_region_handover_wh_main_middenland_weismund	wh_main_middenland_weismund
grudgebringer_occupation_decision_region_handover_wh_main_mountains_of_hel_aeslings_conclave	wh_main_mountains_of_hel_aeslings_conclave
grudgebringer_occupation_decision_region_handover_wh_main_mountains_of_hel_altar_of_spawns	wh_main_mountains_of_hel_altar_of_spawns
grudgebringer_occupation_decision_region_handover_wh_main_mountains_of_hel_winter_pyre	wh_main_mountains_of_hel_winter_pyre
grudgebringer_occupation_decision_region_handover_wh_main_mountains_of_naglfari_naglfari_plain	wh_main_mountains_of_naglfari_naglfari_plain
grudgebringer_occupation_decision_region_handover_wh_main_mountains_of_naglfari_varg_camp	wh_main_mountains_of_naglfari_varg_camp
grudgebringer_occupation_decision_region_handover_wh_main_nordland_dietershafen	wh_main_nordland_dietershafen
grudgebringer_occupation_decision_region_handover_wh_main_nordland_salzenmund	wh_main_nordland_salzenmund
grudgebringer_occupation_decision_region_handover_wh_main_northern_grey_mountains_blackstone_post	wh_main_northern_grey_mountains_blackstone_post
grudgebringer_occupation_decision_region_handover_wh_main_northern_grey_mountains_grung_zint	wh_main_northern_grey_mountains_grung_zint
grudgebringer_occupation_decision_region_handover_wh_main_northern_grey_mountains_karak_ziflin	wh_main_northern_grey_mountains_karak_ziflin
grudgebringer_occupation_decision_region_handover_wh_main_northern_oblast_fort_ostrosk	wh_main_northern_oblast_fort_ostrosk
grudgebringer_occupation_decision_region_handover_wh_main_northern_oblast_fort_straghov	wh_main_northern_oblast_fort_straghov
grudgebringer_occupation_decision_region_handover_wh_main_northern_worlds_edge_mountains_karak_ungor	wh_main_northern_worlds_edge_mountains_karak_ungor
grudgebringer_occupation_decision_region_handover_wh_main_northern_worlds_edge_mountains_khazid_irkulaz	wh_main_northern_worlds_edge_mountains_khazid_irkulaz
grudgebringer_occupation_decision_region_handover_wh_main_ostermark_bechafen	wh_main_ostermark_bechafen
grudgebringer_occupation_decision_region_handover_wh_main_ostermark_essen	wh_main_ostermark_essen
grudgebringer_occupation_decision_region_handover_wh_main_ostermark_mordheim	wh_main_ostermark_mordheim
grudgebringer_occupation_decision_region_handover_wh_main_ostermark_nagenhof	wh_main_ostermark_nagenhof
grudgebringer_occupation_decision_region_handover_wh_main_ostland_castle_von_rauken	wh_main_ostland_castle_von_rauken
grudgebringer_occupation_decision_region_handover_wh_main_ostland_norden	wh_main_ostland_norden
grudgebringer_occupation_decision_region_handover_wh_main_ostland_wolfenburg	wh_main_ostland_wolfenburg
grudgebringer_occupation_decision_region_handover_wh_main_parravon_et_quenelles_parravon	wh_main_parravon_et_quenelles_parravon
grudgebringer_occupation_decision_region_handover_wh_main_parravon_et_quenelles_quenelles	wh_main_parravon_et_quenelles_quenelles
grudgebringer_occupation_decision_region_handover_wh_main_peak_pass_gnashraks_lair	wh_main_peak_pass_gnashraks_lair
grudgebringer_occupation_decision_region_handover_wh_main_peak_pass_karak_kadrin	wh_main_peak_pass_karak_kadrin
grudgebringer_occupation_decision_region_handover_wh_main_reikland_altdorf	wh_main_reikland_altdorf
grudgebringer_occupation_decision_region_handover_wh_main_reikland_eilhart	wh_main_reikland_eilhart
grudgebringer_occupation_decision_region_handover_wh_main_reikland_grunburg	wh_main_reikland_grunburg
grudgebringer_occupation_decision_region_handover_wh_main_reikland_helmgart	wh_main_reikland_helmgart
grudgebringer_occupation_decision_region_handover_wh_main_rib_peaks_grom_peak	wh_main_rib_peaks_grom_peak
grudgebringer_occupation_decision_region_handover_wh_main_rib_peaks_mount_gunbad	wh_main_rib_peaks_mount_gunbad
grudgebringer_occupation_decision_region_handover_wh_main_riv_reik	wh_main_riv_reik
grudgebringer_occupation_decision_region_handover_wh_main_riv_talabec	wh_main_riv_talabec
grudgebringer_occupation_decision_region_handover_wh_main_sea_gulf_of_kislev	wh_main_sea_gulf_of_kislev
grudgebringer_occupation_decision_region_handover_wh_main_sea_kraken_sea	wh_main_sea_kraken_sea
grudgebringer_occupation_decision_region_handover_wh_main_sea_lake	wh_main_sea_lake
grudgebringer_occupation_decision_region_handover_wh_main_sea_middle_sea	wh_main_sea_middle_sea
grudgebringer_occupation_decision_region_handover_wh_main_sea_sea_of_chaos	wh_main_sea_sea_of_chaos
grudgebringer_occupation_decision_region_handover_wh_main_sea_sea_of_claws	wh_main_sea_sea_of_claws
grudgebringer_occupation_decision_region_handover_wh_main_sea_southern_straits_of_the_great_ocean	wh_main_sea_southern_straits_of_the_great_ocean
grudgebringer_occupation_decision_region_handover_wh_main_sea_the_black_gulf	wh_main_sea_the_black_gulf
grudgebringer_occupation_decision_region_handover_wh_main_sea_the_frozen_sea	wh_main_sea_the_frozen_sea
grudgebringer_occupation_decision_region_handover_wh_main_sea_the_great_ocean	wh_main_sea_the_great_ocean
grudgebringer_occupation_decision_region_handover_wh_main_sea_the_pirate_coast	wh_main_sea_the_pirate_coast
grudgebringer_occupation_decision_region_handover_wh_main_sea_tilean_sea	wh_main_sea_tilean_sea
grudgebringer_occupation_decision_region_handover_wh_main_sea_unknown_seas	wh_main_sea_unknown_seas
grudgebringer_occupation_decision_region_handover_wh_main_sea_western_straits_of_the_great_ocean	wh_main_sea_western_straits_of_the_great_ocean
grudgebringer_occupation_decision_region_handover_wh_main_southern_badlands_agrul_migdhal	wh_main_southern_badlands_agrul_migdhal
grudgebringer_occupation_decision_region_handover_wh_main_southern_badlands_galbaraz	wh_main_southern_badlands_galbaraz
grudgebringer_occupation_decision_region_handover_wh_main_southern_badlands_gor_gazan	wh_main_southern_badlands_gor_gazan
grudgebringer_occupation_decision_region_handover_wh_main_southern_badlands_gronti_mingol	wh_main_southern_badlands_gronti_mingol
grudgebringer_occupation_decision_region_handover_wh_main_southern_grey_mountains_grimhold	wh_main_southern_grey_mountains_grimhold
grudgebringer_occupation_decision_region_handover_wh_main_southern_grey_mountains_karak_azgaraz	wh_main_southern_grey_mountains_karak_azgaraz
grudgebringer_occupation_decision_region_handover_wh_main_southern_grey_mountains_karak_norn	wh_main_southern_grey_mountains_karak_norn
grudgebringer_occupation_decision_region_handover_wh_main_southern_oblast_fort_jakova	wh_main_southern_oblast_fort_jakova
grudgebringer_occupation_decision_region_handover_wh_main_southern_oblast_kislev	wh_main_southern_oblast_kislev
grudgebringer_occupation_decision_region_handover_wh_main_southern_oblast_zavastra	wh_main_southern_oblast_zavastra
grudgebringer_occupation_decision_region_handover_wh_main_stirland_flensburg	wh_main_stirland_flensburg
grudgebringer_occupation_decision_region_handover_wh_main_stirland_niedling	wh_main_stirland_niedling
grudgebringer_occupation_decision_region_handover_wh_main_stirland_the_moot	wh_main_stirland_the_moot
grudgebringer_occupation_decision_region_handover_wh_main_stirland_wurtbad	wh_main_stirland_wurtbad
grudgebringer_occupation_decision_region_handover_wh_main_talabecland_kappelburg	wh_main_talabecland_kappelburg
grudgebringer_occupation_decision_region_handover_wh_main_talabecland_kemperbad	wh_main_talabecland_kemperbad
grudgebringer_occupation_decision_region_handover_wh_main_talabecland_krugenheim	wh_main_talabecland_krugenheim
grudgebringer_occupation_decision_region_handover_wh_main_talabecland_talabheim	wh_main_talabecland_talabheim
grudgebringer_occupation_decision_region_handover_wh_main_the_silver_road_karaz_a_karak	wh_main_the_silver_road_karaz_a_karak
grudgebringer_occupation_decision_region_handover_wh_main_the_silver_road_mount_squighorn	wh_main_the_silver_road_mount_squighorn
grudgebringer_occupation_decision_region_handover_wh_main_the_silver_road_the_pillars_of_grungni	wh_main_the_silver_road_the_pillars_of_grungni
grudgebringer_occupation_decision_region_handover_wh_main_the_vaults_karak_bhufdar	wh_main_the_vaults_karak_bhufdar
grudgebringer_occupation_decision_region_handover_wh_main_the_vaults_karak_izor	wh_main_the_vaults_karak_izor
grudgebringer_occupation_decision_region_handover_wh_main_the_vaults_zarakzil	wh_main_the_vaults_zarakzil
grudgebringer_occupation_decision_region_handover_wh_main_the_wasteland_aarnau	wh_main_the_wasteland_aarnau
grudgebringer_occupation_decision_region_handover_wh_main_the_wasteland_gorssel	wh_main_the_wasteland_gorssel
grudgebringer_occupation_decision_region_handover_wh_main_the_wasteland_marienburg	wh_main_the_wasteland_marienburg
grudgebringer_occupation_decision_region_handover_wh_main_tilea_luccini	wh_main_tilea_luccini
grudgebringer_occupation_decision_region_handover_wh_main_tilea_miragliano	wh_main_tilea_miragliano
grudgebringer_occupation_decision_region_handover_wh_main_troll_country_erengrad	wh_main_troll_country_erengrad
grudgebringer_occupation_decision_region_handover_wh_main_troll_country_zoishenk	wh_main_troll_country_zoishenk
grudgebringer_occupation_decision_region_handover_wh_main_trollheim_mountains_bay_of_blades	wh_main_trollheim_mountains_bay_of_blades
grudgebringer_occupation_decision_region_handover_wh_main_trollheim_mountains_sarl_encampment	wh_main_trollheim_mountains_sarl_encampment
grudgebringer_occupation_decision_region_handover_wh_main_trollheim_mountains_the_tower_of_khrakk	wh_main_trollheim_mountains_the_tower_of_khrakk
grudgebringer_occupation_decision_region_handover_wh_main_unknown_terrain	wh_main_unknown_terrain
grudgebringer_occupation_decision_region_handover_wh_main_vanaheim_mountains_bjornlings_gathering	wh_main_vanaheim_mountains_bjornlings_gathering
grudgebringer_occupation_decision_region_handover_wh_main_vanaheim_mountains_pack_ice_bay	wh_main_vanaheim_mountains_pack_ice_bay
grudgebringer_occupation_decision_region_handover_wh_main_vanaheim_mountains_troll_fjord	wh_main_vanaheim_mountains_troll_fjord
grudgebringer_occupation_decision_region_handover_wh_main_western_badlands_bitterstone_mine	wh_main_western_badlands_bitterstone_mine
grudgebringer_occupation_decision_region_handover_wh_main_western_badlands_dragonhorn_mines	wh_main_western_badlands_dragonhorn_mines
grudgebringer_occupation_decision_region_handover_wh_main_western_badlands_ekrund	wh_main_western_badlands_ekrund
grudgebringer_occupation_decision_region_handover_wh_main_western_badlands_stonemine_tower	wh_main_western_badlands_stonemine_tower
grudgebringer_occupation_decision_region_handover_wh_main_western_border_princes_myrmidens	wh_main_western_border_princes_myrmidens
grudgebringer_occupation_decision_region_handover_wh_main_western_border_princes_zvorak	wh_main_western_border_princes_zvorak
grudgebringer_occupation_decision_region_handover_wh_main_western_sylvania_castle_templehof	wh_main_western_sylvania_castle_templehof
grudgebringer_occupation_decision_region_handover_wh_main_western_sylvania_fort_oberstyre	wh_main_western_sylvania_fort_oberstyre
grudgebringer_occupation_decision_region_handover_wh_main_western_sylvania_schwartzhafen	wh_main_western_sylvania_schwartzhafen
grudgebringer_occupation_decision_region_handover_wh_main_wissenland_nuln	wh_main_wissenland_nuln
grudgebringer_occupation_decision_region_handover_wh_main_wissenland_pfeildorf	wh_main_wissenland_pfeildorf
grudgebringer_occupation_decision_region_handover_wh_main_wissenland_wissenburg	wh_main_wissenland_wissenburg
grudgebringer_occupation_decision_region_handover_wh_main_zhufbar_karag_dromar	wh_main_zhufbar_karag_dromar
grudgebringer_occupation_decision_region_handover_wh_main_zhufbar_oakenhammer	wh_main_zhufbar_oakenhammer
grudgebringer_occupation_decision_region_handover_wh_main_zhufbar_zhufbar	wh_main_zhufbar_zhufbar
grudgebringer_occupation_decision_region_handover_wh2_main_dragon_isles_dragon_fang_mount	wh2_main_dragon_isles_dragon_fang_mount
grudgebringer_occupation_decision_region_handover_wh2_main_dragon_isles_dread_rock	wh2_main_dragon_isles_dread_rock
grudgebringer_occupation_decision_region_handover_wh2_main_dragon_isles_shattered_stone_isle	wh2_main_dragon_isles_shattered_stone_isle
grudgebringer_occupation_decision_region_handover_wh2_main_gnoblar_country_flayed_rock	wh2_main_gnoblar_country_flayed_rock
grudgebringer_occupation_decision_region_handover_wh2_main_gnoblar_country_haunted_forest	wh2_main_gnoblar_country_haunted_forest
grudgebringer_occupation_decision_region_handover_wh2_main_gnoblar_country_pigbarter	wh2_main_gnoblar_country_pigbarter
grudgebringer_occupation_decision_region_handover_wh2_main_the_broken_teeth_desolation_of_nagash	wh2_main_the_broken_teeth_desolation_of_nagash
grudgebringer_occupation_decision_region_handover_wh2_main_the_broken_teeth_nagashizar	wh2_main_the_broken_teeth_nagashizar
grudgebringer_occupation_decision_region_handover_wh2_main_the_plain_of_bones_ash_ridge_mountains	wh2_main_the_plain_of_bones_ash_ridge_mountains
grudgebringer_occupation_decision_region_handover_wh2_main_the_plain_of_bones_darkhold	wh2_main_the_plain_of_bones_darkhold
grudgebringer_occupation_decision_region_handover_wh2_main_the_plain_of_bones_the_fortress_of_vorag	wh2_main_the_plain_of_bones_the_fortress_of_vorag
grudgebringer_occupation_decision_region_handover_wh2_main_the_wolf_lands_crookback_mountain	wh2_main_the_wolf_lands_crookback_mountain
grudgebringer_occupation_decision_region_handover_wh2_main_the_wolf_lands_mount_greyhag	wh2_main_the_wolf_lands_mount_greyhag
grudgebringer_occupation_decision_region_handover_wh2_main_the_wolf_lands_mount_silverspear	wh2_main_the_wolf_lands_mount_silverspear
mootland_occupation_decision_region_handover_wh2_main_aghol_wastelands_fortress_of_the_damned	wh2_main_aghol_wastelands_fortress_of_the_damned
mootland_occupation_decision_region_handover_wh2_main_aghol_wastelands_palace_of_princes	wh2_main_aghol_wastelands_palace_of_princes
mootland_occupation_decision_region_handover_wh2_main_aghol_wastelands_the_palace_of_ruin	wh2_main_aghol_wastelands_the_palace_of_ruin
mootland_occupation_decision_region_handover_wh2_main_albion_albion	wh2_main_albion_albion
mootland_occupation_decision_region_handover_wh2_main_albion_citadel_of_lead	wh2_main_albion_citadel_of_lead
mootland_occupation_decision_region_handover_wh2_main_albion_isle_of_wights	wh2_main_albion_isle_of_wights
mootland_occupation_decision_region_handover_wh2_main_ash_river_numas	wh2_main_ash_river_numas
mootland_occupation_decision_region_handover_wh2_main_ash_river_quatar	wh2_main_ash_river_quatar
mootland_occupation_decision_region_handover_wh2_main_ash_river_springs_of_eternal_life	wh2_main_ash_river_springs_of_eternal_life
mootland_occupation_decision_region_handover_wh2_main_atalan_mountains_eye_of_the_panther	wh2_main_atalan_mountains_eye_of_the_panther
mootland_occupation_decision_region_handover_wh2_main_atalan_mountains_martek	wh2_main_atalan_mountains_martek
mootland_occupation_decision_region_handover_wh2_main_atalan_mountains_vulture_mountain	wh2_main_atalan_mountains_vulture_mountain
mootland_occupation_decision_region_handover_wh2_main_avelorn_evershale	wh2_main_avelorn_evershale
mootland_occupation_decision_region_handover_wh2_main_avelorn_gaean_vale	wh2_main_avelorn_gaean_vale
mootland_occupation_decision_region_handover_wh2_main_avelorn_tor_saroir	wh2_main_avelorn_tor_saroir
mootland_occupation_decision_region_handover_wh2_main_blackspine_mountains_plain_of_dogs	wh2_main_blackspine_mountains_plain_of_dogs
mootland_occupation_decision_region_handover_wh2_main_blackspine_mountains_plain_of_spiders	wh2_main_blackspine_mountains_plain_of_spiders
mootland_occupation_decision_region_handover_wh2_main_blackspine_mountains_red_desert	wh2_main_blackspine_mountains_red_desert
mootland_occupation_decision_region_handover_wh2_main_caledor_tor_sethai	wh2_main_caledor_tor_sethai
mootland_occupation_decision_region_handover_wh2_main_caledor_vauls_anvil	wh2_main_caledor_vauls_anvil
mootland_occupation_decision_region_handover_wh2_main_charnel_valley_granite_massif	wh2_main_charnel_valley_granite_massif
mootland_occupation_decision_region_handover_wh2_main_charnel_valley_karag_orrud	wh2_main_charnel_valley_karag_orrud
mootland_occupation_decision_region_handover_wh2_main_chrace_elisia	wh2_main_chrace_elisia
mootland_occupation_decision_region_handover_wh2_main_chrace_tor_achare	wh2_main_chrace_tor_achare
mootland_occupation_decision_region_handover_wh2_main_coast_of_araby_al_haikk	wh2_main_coast_of_araby_al_haikk
mootland_occupation_decision_region_handover_wh2_main_coast_of_araby_copher	wh2_main_coast_of_araby_copher
mootland_occupation_decision_region_handover_wh2_main_coast_of_araby_fyrus	wh2_main_coast_of_araby_fyrus
mootland_occupation_decision_region_handover_wh2_main_cothique_mistnar	wh2_main_cothique_mistnar
mootland_occupation_decision_region_handover_wh2_main_cothique_tor_koruali	wh2_main_cothique_tor_koruali
mootland_occupation_decision_region_handover_wh2_main_crater_of_the_walking_dead_doom_glade	wh2_main_crater_of_the_walking_dead_doom_glade
mootland_occupation_decision_region_handover_wh2_main_crater_of_the_walking_dead_rasetra	wh2_main_crater_of_the_walking_dead_rasetra
mootland_occupation_decision_region_handover_wh2_main_deadwood_dargoth	wh2_main_deadwood_dargoth
