campaign_group_member_criteria_subcultures_tables	0
wh_dlc08_diplomacy_Faction_Wulfrik_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
wh_dlc08_diplomacy_Faction_Wulfrik_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
wh_dlc10_feed_agent_action_shadow_walker_hinder_character_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_all_failure_critical_hinder_army_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_all_failure_critical_hinder_character_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_all_failure_critical_hinder_province_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_all_failure_hinder_army_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_all_failure_hinder_character_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_all_failure_hinder_province_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_all_hinder_character_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_all_success_critical_hinder_character_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_champion_hinder_army_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_champion_hinder_settlement_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_champion_hinder_settlement_plague_priest_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_champion_hinder_settlement_warlock_engineer_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_dignitary_hinder_army_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_dignitary_hinder_settlement_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_engineer_hinder_settlement_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_hinder_settlement_gain_influence_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_spy_hinder_army_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_spy_hinder_settlement_chaos	wh_main_sc_nor_warp
wh_event_feed_agent_action_wizard_hinder_army_chaos	wh_main_sc_nor_warp
wh_event_feed_cult_chaos_battle_attack_outcome_defeat	wh_main_sc_nor_warp
wh_event_feed_cult_chaos_battle_attack_outcome_draw	wh_main_sc_nor_warp
wh_event_feed_cult_chaos_battle_attack_outcome_victory	wh_main_sc_nor_warp
wh_feature_chaos	wh_main_sc_nor_warp
